,income_groups,age,gender,year,population
28456,high_income,93.0,1.0,2018.0,346801.0
28457,high_income,93.0,1.0,2019.0,366757.0
28458,high_income,93.0,1.0,2020.0,383266.0
28459,high_income,93.0,1.0,2021.0,402065.0
28460,high_income,93.0,1.0,2022.0,421303.0
28461,high_income,93.0,1.0,2023.0,443511.0
28539,high_income,93.0,2.0,1950.0,36881.0
28540,high_income,93.0,2.0,1951.0,37132.0
28541,high_income,93.0,2.0,1952.0,38257.0
28542,high_income,93.0,2.0,1953.0,39944.0
28543,high_income,93.0,2.0,1954.0,41387.0
28544,high_income,93.0,2.0,1955.0,43188.0
28545,high_income,93.0,2.0,1956.0,45237.0
28546,high_income,93.0,2.0,1957.0,46757.0
28547,high_income,93.0,2.0,1958.0,48149.0
28548,high_income,93.0,2.0,1959.0,50420.0
28549,high_income,93.0,2.0,1960.0,53098.0
28550,high_income,93.0,2.0,1961.0,56327.0
28551,high_income,93.0,2.0,1962.0,60312.0
28552,high_income,93.0,2.0,1963.0,64119.0
28553,high_income,93.0,2.0,1964.0,67276.0
28554,high_income,93.0,2.0,1965.0,71935.0
28555,high_income,93.0,2.0,1966.0,77111.0
28556,high_income,93.0,2.0,1967.0,81431.0
28557,high_income,93.0,2.0,1968.0,87219.0
28559,high_income,93.0,2.0,1970.0,95130.0
28560,high_income,93.0,2.0,1971.0,99480.0
28561,high_income,93.0,2.0,1972.0,104960.0
28562,high_income,93.0,2.0,1973.0,111588.0
28563,high_income,93.0,2.0,1974.0,117110.0
28565,high_income,93.0,2.0,1976.0,127003.0
28566,high_income,93.0,2.0,1977.0,134668.0
28567,high_income,93.0,2.0,1978.0,145089.0
28568,high_income,93.0,2.0,1979.0,153033.0
28572,high_income,93.0,2.0,1983.0,190419.0
28573,high_income,93.0,2.0,1984.0,200989.0
28574,high_income,93.0,2.0,1985.0,211765.0
28575,high_income,93.0,2.0,1986.0,221368.0
28576,high_income,93.0,2.0,1987.0,233381.0
28577,high_income,93.0,2.0,1988.0,244673.0
28578,high_income,93.0,2.0,1989.0,253767.0
28579,high_income,93.0,2.0,1990.0,263674.0
28580,high_income,93.0,2.0,1991.0,278155.0
28581,high_income,93.0,2.0,1992.0,298754.0
28582,high_income,93.0,2.0,1993.0,325872.0
28584,high_income,93.0,2.0,1995.0,365408.0
28585,high_income,93.0,2.0,1996.0,379565.0
28588,high_income,93.0,2.0,1999.0,432140.0
28589,high_income,93.0,2.0,2000.0,455312.0
28590,high_income,93.0,2.0,2001.0,479681.0
28591,high_income,93.0,2.0,2002.0,503559.0
28594,high_income,93.0,2.0,2005.0,572600.0
28595,high_income,93.0,2.0,2006.0,600413.0
28596,high_income,93.0,2.0,2007.0,617355.0
28598,high_income,93.0,2.0,2009.0,585602.0
28599,high_income,93.0,2.0,2010.0,578141.0
28600,high_income,93.0,2.0,2011.0,594612.0
28601,high_income,93.0,2.0,2012.0,649798.0
28602,high_income,93.0,2.0,2013.0,742879.0
28603,high_income,93.0,2.0,2014.0,814790.0
28604,high_income,93.0,2.0,2015.0,846344.0
28606,high_income,93.0,2.0,2017.0,886205.0
28608,high_income,93.0,2.0,2019.0,939789.0
28609,high_income,93.0,2.0,2020.0,953446.0
28610,high_income,93.0,2.0,2021.0,977042.0
28611,high_income,93.0,2.0,2022.0,1008168.0
28690,high_income,94.0,1.0,1950.0,12251.0
28691,high_income,94.0,1.0,1951.0,12158.0
28692,high_income,94.0,1.0,1952.0,12241.0
28693,high_income,94.0,1.0,1953.0,12613.0
28694,high_income,94.0,1.0,1954.0,13153.0
28695,high_income,94.0,1.0,1955.0,13634.0
28696,high_income,94.0,1.0,1956.0,14143.0
28697,high_income,94.0,1.0,1957.0,14634.0
28698,high_income,94.0,1.0,1958.0,14903.0
28699,high_income,94.0,1.0,1959.0,15456.0
28700,high_income,94.0,1.0,1960.0,16570.0
28701,high_income,94.0,1.0,1961.0,17977.0
28702,high_income,94.0,1.0,1962.0,19634.0
28703,high_income,94.0,1.0,1963.0,21166.0
28705,high_income,94.0,1.0,1965.0,24455.0
28706,high_income,94.0,1.0,1966.0,25798.0
28707,high_income,94.0,1.0,1967.0,27059.0
28708,high_income,94.0,1.0,1968.0,27938.0
28709,high_income,94.0,1.0,1969.0,2903500.0
28710,high_income,94.0,1.0,1970.0,30384.0
28711,high_income,94.0,1.0,1971.0,31766.0
28712,high_income,94.0,1.0,1972.0,32709.0
28713,high_income,94.0,1.0,1973.0,33222.0
28714,high_income,94.0,1.0,1974.0,34038.0
28715,high_income,94.0,1.0,1975.0,35056.0
28717,high_income,94.0,1.0,1977.0,37076.0
28718,high_income,94.0,1.0,1978.0,38612.0
28719,high_income,94.0,1.0,1979.0,40416.0
28720,high_income,94.0,1.0,1980.0,42011.0
28721,high_income,94.0,1.0,1981.0,43492.0
28722,high_income,94.0,1.0,1982.0,45438.0
28723,high_income,94.0,1.0,1983.0,47217.0
28724,high_income,94.0,1.0,1984.0,48777.0
28725,high_income,94.0,1.0,1985.0,50316.0
28726,high_income,94.0,1.0,1986.0,51124.0
28727,high_income,94.0,1.0,1987.0,51937.0
28728,high_income,94.0,1.0,1988.0,53451.0
28729,high_income,94.0,1.0,1989.0,54597.0
28730,high_income,94.0,1.0,1990.0,55625.0
28731,high_income,94.0,1.0,1991.0,58078.0
28733,high_income,94.0,1.0,1993.0,67769.0
28734,high_income,94.0,1.0,1994.0,73705.0
28735,high_income,94.0,1.0,1995.0,78206.0
28736,high_income,94.0,1.0,1996.0,81213.0
28737,high_income,94.0,1.0,1997.0,84443.0
28738,high_income,94.0,1.0,1998.0,87992.0
28739,high_income,94.0,1.0,1999.0,92496.0
28740,high_income,94.0,1.0,2000.0,97251.0
28741,high_income,94.0,1.0,2001.0,102979.0
28742,high_income,94.0,1.0,2002.0,109230.0
28743,high_income,94.0,1.0,2003.0,115577.0
28745,high_income,94.0,1.0,2005.0,129518.0
28746,high_income,94.0,1.0,2006.0,137463.0
28747,high_income,94.0,1.0,2007.0,145854.0
28748,high_income,94.0,1.0,2008.0,151365.0
28749,high_income,94.0,1.0,2009.0,150589.0
28751,high_income,94.0,1.0,2011.0,149110.0
28753,high_income,94.0,1.0,2013.0,169840.0
28754,high_income,94.0,1.0,2014.0,195228.0
28755,high_income,94.0,1.0,2015.0,216581.0
28756,high_income,94.0,1.0,2016.0,229410.0
28758,high_income,94.0,1.0,2018.0,253915.0
28761,high_income,94.0,1.0,2021.0,296714.0
28762,high_income,94.0,1.0,2022.0,310863.0
28763,high_income,94.0,1.0,2023.0,325714.0
28841,high_income,94.0,2.0,1950.0,25884.0
28843,high_income,94.0,2.0,1952.0,26567.0
28845,high_income,94.0,2.0,1954.0,28786.0
28847,high_income,94.0,2.0,1956.0,31300.0
28848,high_income,94.0,2.0,1957.0,32694.0
28850,high_income,94.0,2.0,1959.0,35581.0
28851,high_income,94.0,2.0,1960.0,37391.0
28852,high_income,94.0,2.0,1961.0,39610.0
28853,high_income,94.0,2.0,1962.0,42167.0
28854,high_income,94.0,2.0,1963.0,44863.0
28856,high_income,94.0,2.0,1965.0,50973.0
28857,high_income,94.0,2.0,1966.0,54432.0
28859,high_income,94.0,2.0,1968.0,61295.0
28860,high_income,94.0,2.0,1969.0,6560100.0
28861,high_income,94.0,2.0,1970.0,69747.0
28862,high_income,94.0,2.0,1971.0,72416.0
28863,high_income,94.0,2.0,1972.0,75835.0
28864,high_income,94.0,2.0,1973.0,79701.0
28865,high_income,94.0,2.0,1974.0,84385.0
28867,high_income,94.0,2.0,1976.0,92983.0
28868,high_income,94.0,2.0,1977.0,97568.0
28869,high_income,94.0,2.0,1978.0,103951.0
28872,high_income,94.0,2.0,1981.0,125321.0
28874,high_income,94.0,2.0,1983.0,142186.0
28876,high_income,94.0,2.0,1985.0,157614.0
28877,high_income,94.0,2.0,1986.0,164840.0
28878,high_income,94.0,2.0,1987.0,172385.0
28879,high_income,94.0,2.0,1988.0,181806.0
28880,high_income,94.0,2.0,1989.0,190403.0
28882,high_income,94.0,2.0,1991.0,207425.0
28883,high_income,94.0,2.0,1992.0,222591.0
28884,high_income,94.0,2.0,1993.0,238717.0
28885,high_income,94.0,2.0,1994.0,259760.0
28888,high_income,94.0,2.0,1997.0,301207.0
28892,high_income,94.0,2.0,2001.0,364099.0
28893,high_income,94.0,2.0,2002.0,383969.0
28895,high_income,94.0,2.0,2004.0,421395.0
28898,high_income,94.0,2.0,2007.0,487179.0
28899,high_income,94.0,2.0,2008.0,500909.0
28900,high_income,94.0,2.0,2009.0,494729.0
28901,high_income,94.0,2.0,2010.0,476878.0
28902,high_income,94.0,2.0,2011.0,471304.0
28903,high_income,94.0,2.0,2012.0,482443.0
28904,high_income,94.0,2.0,2013.0,526811.0
28906,high_income,94.0,2.0,2015.0,662373.0
28908,high_income,94.0,2.0,2017.0,706978.0
28909,high_income,94.0,2.0,2018.0,724452.0
28910,high_income,94.0,2.0,2019.0,750607.0
28912,high_income,94.0,2.0,2021.0,780440.0
28913,high_income,94.0,2.0,2022.0,802689.0
28914,high_income,94.0,2.0,2023.0,830171.0
28992,high_income,95.0,1.0,1950.0,8362.0
28993,high_income,95.0,1.0,1951.0,8044.0
28994,high_income,95.0,1.0,1952.0,8197.0
28996,high_income,95.0,1.0,1954.0,8569.0
28998,high_income,95.0,1.0,1956.0,9259.0
28999,high_income,95.0,1.0,1957.0,9592.0
29001,high_income,95.0,1.0,1959.0,10399.0
29002,high_income,95.0,1.0,1960.0,10979.0
29003,high_income,95.0,1.0,1961.0,11824.0
29004,high_income,95.0,1.0,1962.0,12854.0
29006,high_income,95.0,1.0,1964.0,15344.0
29008,high_income,95.0,1.0,1966.0,17580.0
29010,high_income,95.0,1.0,1968.0,19223.0
29011,high_income,95.0,1.0,1969.0,19859.0
29013,high_income,95.0,1.0,1971.0,21967.0
29015,high_income,95.0,1.0,1973.0,23257.0
29016,high_income,95.0,1.0,1974.0,23598.0
29017,high_income,95.0,1.0,1975.0,24231.0
29018,high_income,95.0,1.0,1976.0,24996.0
29019,high_income,95.0,1.0,1977.0,25925.0
29020,high_income,95.0,1.0,1978.0,26954.0
29022,high_income,95.0,1.0,1980.0,29676.0
29023,high_income,95.0,1.0,1981.0,30684.0
29024,high_income,95.0,1.0,1982.0,31908.0
29025,high_income,95.0,1.0,1983.0,33223.0
29026,high_income,95.0,1.0,1984.0,34479.0
29027,high_income,95.0,1.0,1985.0,35403.0
29028,high_income,95.0,1.0,1986.0,36263.0
29029,high_income,95.0,1.0,1987.0,37022.0
29030,high_income,95.0,1.0,1988.0,37530.0
29031,high_income,95.0,1.0,1989.0,38597.0
29032,high_income,95.0,1.0,1990.0,39405.0
29036,high_income,95.0,1.0,1994.0,49898.0
29039,high_income,95.0,1.0,1997.0,59410.0
29040,high_income,95.0,1.0,1998.0,61948.0
29041,high_income,95.0,1.0,1999.0,64698.0
29042,high_income,95.0,1.0,2000.0,68104.0
29045,high_income,95.0,1.0,2003.0,80531.0
29047,high_income,95.0,1.0,2005.0,91265.0
29048,high_income,95.0,1.0,2006.0,96320.0
29049,high_income,95.0,1.0,2007.0,102673.0
29050,high_income,95.0,1.0,2008.0,109061.0
29051,high_income,95.0,1.0,2009.0,113003.0
29052,high_income,95.0,1.0,2010.0,112714.0
29053,high_income,95.0,1.0,2011.0,110888.0
29054,high_income,95.0,1.0,2012.0,111410.0
29056,high_income,95.0,1.0,2014.0,127591.0
29057,high_income,95.0,1.0,2015.0,146531.0
29058,high_income,95.0,1.0,2016.0,163499.0
29060,high_income,95.0,1.0,2018.0,183119.0
29061,high_income,95.0,1.0,2019.0,193874.0
29062,high_income,95.0,1.0,2020.0,204216.0
29063,high_income,95.0,1.0,2021.0,214307.0
29064,high_income,95.0,1.0,2022.0,223436.0
29065,high_income,95.0,1.0,2023.0,233708.0
29143,high_income,95.0,2.0,1950.0,17960.0
29144,high_income,95.0,2.0,1951.0,18069.0
29145,high_income,95.0,2.0,1952.0,18468.0
29146,high_income,95.0,2.0,1953.0,18796.0
29147,high_income,95.0,2.0,1954.0,19461.0
29148,high_income,95.0,2.0,1955.0,20478.0
29149,high_income,95.0,2.0,1956.0,21273.0
29150,high_income,95.0,2.0,1957.0,22084.0
29151,high_income,95.0,2.0,1958.0,23341.0
29152,high_income,95.0,2.0,1959.0,24715.0
29155,high_income,95.0,2.0,1962.0,29128.0
29156,high_income,95.0,2.0,1963.0,30816.0
29157,high_income,95.0,2.0,1964.0,33142.0
29158,high_income,95.0,2.0,1965.0,3579600.0
29161,high_income,95.0,2.0,1968.0,43080.0
29162,high_income,95.0,2.0,1969.0,45220.0
29163,high_income,95.0,2.0,1970.0,48781.0
29164,high_income,95.0,2.0,1971.0,52142.0
29165,high_income,95.0,2.0,1972.0,54214.0
29167,high_income,95.0,2.0,1974.0,59101.0
29168,high_income,95.0,2.0,1975.0,62955.0
29169,high_income,95.0,2.0,1976.0,66580.0
29170,high_income,95.0,2.0,1977.0,70036.0
29171,high_income,95.0,2.0,1978.0,73833.0
29172,high_income,95.0,2.0,1979.0,79323.0
29173,high_income,95.0,2.0,1980.0,85987.0
29174,high_income,95.0,2.0,1981.0,91070.0
29176,high_income,95.0,2.0,1983.0,103511.0
29177,high_income,95.0,2.0,1984.0,109636.0
29178,high_income,95.0,2.0,1985.0,115086.0
29179,high_income,95.0,2.0,1986.0,120584.0
29180,high_income,95.0,2.0,1987.0,126107.0
29181,high_income,95.0,2.0,1988.0,131811.0
29182,high_income,95.0,2.0,1989.0,138849.0
29183,high_income,95.0,2.0,1990.0,145696.0
29184,high_income,95.0,2.0,1991.0,152847.0
29185,high_income,95.0,2.0,1992.0,163202.0
29188,high_income,95.0,2.0,1995.0,202576.0
29191,high_income,95.0,2.0,1998.0,235325.0
29193,high_income,95.0,2.0,2000.0,255697.0
29194,high_income,95.0,2.0,2001.0,269949.0
29195,high_income,95.0,2.0,2002.0,286040.0
29196,high_income,95.0,2.0,2003.0,300588.0
29197,high_income,95.0,2.0,2004.0,317135.0
29198,high_income,95.0,2.0,2005.0,334399.0
29199,high_income,95.0,2.0,2006.0,349676.0
29200,high_income,95.0,2.0,2007.0,368167.0
29203,high_income,95.0,2.0,2010.0,393824.0
29204,high_income,95.0,2.0,2011.0,380012.0
29205,high_income,95.0,2.0,2012.0,373714.0
29207,high_income,95.0,2.0,2014.0,419499.0
29208,high_income,95.0,2.0,2015.0,480932.0
29209,high_income,95.0,2.0,2016.0,529338.0
29210,high_income,95.0,2.0,2017.0,552831.0
29211,high_income,95.0,2.0,2018.0,566799.0
29212,high_income,95.0,2.0,2019.0,583154.0
29213,high_income,95.0,2.0,2020.0,600739.0
29215,high_income,95.0,2.0,2022.0,625925.0
29216,high_income,95.0,2.0,2023.0,644677.0
29295,high_income,96.0,1.0,1951.0,5382.0
29296,high_income,96.0,1.0,1952.0,5352.0
29298,high_income,96.0,1.0,1954.0,5572.0
29302,high_income,96.0,1.0,1958.0,6395.0
29303,high_income,96.0,1.0,1959.0,6805.0
29304,high_income,96.0,1.0,1960.0,7185.0
29305,high_income,96.0,1.0,1961.0,7630.0
29306,high_income,96.0,1.0,1962.0,8206.0
29308,high_income,96.0,1.0,1964.0,9853.0
29310,high_income,96.0,1.0,1966.0,1159800.0
29311,high_income,96.0,1.0,1967.0,12228.0
29313,high_income,96.0,1.0,1969.0,13302.0
29314,high_income,96.0,1.0,1970.0,13933.0
29315,high_income,96.0,1.0,1971.0,14702.0
29317,high_income,96.0,1.0,1973.0,15878.0
29320,high_income,96.0,1.0,1976.0,16922.0
29323,high_income,96.0,1.0,1979.0,19354.0
29324,high_income,96.0,1.0,1980.0,20321.0
29326,high_income,96.0,1.0,1982.0,22023.0
29328,high_income,96.0,1.0,1984.0,23703.0
29329,high_income,96.0,1.0,1985.0,24482.0
29330,high_income,96.0,1.0,1986.0,25006.0
29332,high_income,96.0,1.0,1988.0,26266.0
29334,high_income,96.0,1.0,1990.0,27376.0
29335,high_income,96.0,1.0,1991.0,28187.0
29336,high_income,96.0,1.0,1992.0,29327.0
29337,high_income,96.0,1.0,1993.0,3096100.0
29338,high_income,96.0,1.0,1994.0,33096.0
29339,high_income,96.0,1.0,1995.0,35603.0
29341,high_income,96.0,1.0,1997.0,4094700.0
29342,high_income,96.0,1.0,1998.0,42881.0
29343,high_income,96.0,1.0,1999.0,44765.0
29344,high_income,96.0,1.0,2000.0,46646.0
29345,high_income,96.0,1.0,2001.0,49171.0
29347,high_income,96.0,1.0,2003.0,54760.0
29348,high_income,96.0,1.0,2004.0,58277.0
29350,high_income,96.0,1.0,2006.0,66186.0
29354,high_income,96.0,1.0,2010.0,82415.0
29357,high_income,96.0,1.0,2013.0,81211.0
29358,high_income,96.0,1.0,2014.0,84863.0
29360,high_income,96.0,1.0,2016.0,108284.0
29361,high_income,96.0,1.0,2017.0,121257.0
29362,high_income,96.0,1.0,2018.0,129126.0
29363,high_income,96.0,1.0,2019.0,136791.0
29364,high_income,96.0,1.0,2020.0,143194.0
29365,high_income,96.0,1.0,2021.0,150295.0
29367,high_income,96.0,1.0,2023.0,163079.0
29445,high_income,96.0,2.0,1950.0,12789.0
29447,high_income,96.0,2.0,1952.0,12500.0
29449,high_income,96.0,2.0,1954.0,13040.0
29450,high_income,96.0,2.0,1955.0,13528.0
29451,high_income,96.0,2.0,1956.0,14071.0
29452,high_income,96.0,2.0,1957.0,14580.0
29453,high_income,96.0,2.0,1958.0,15386.0
29454,high_income,96.0,2.0,1959.0,16521.0
29455,high_income,96.0,2.0,1960.0,17552.0
29456,high_income,96.0,2.0,1961.0,18536.0
29457,high_income,96.0,2.0,1962.0,19648.0
29460,high_income,96.0,2.0,1965.0,24057.0
29461,high_income,96.0,2.0,1966.0,25890.0
29462,high_income,96.0,2.0,1967.0,27360.0
29464,high_income,96.0,2.0,1969.0,30920.0
29465,high_income,96.0,2.0,1970.0,32800.0
29468,high_income,96.0,2.0,1973.0,39603.0
29469,high_income,96.0,2.0,1974.0,41068.0
29470,high_income,96.0,2.0,1975.0,43263.0
29474,high_income,96.0,2.0,1979.0,55147.0
29475,high_income,96.0,2.0,1980.0,59421.0
29476,high_income,96.0,2.0,1981.0,64395.0
29477,high_income,96.0,2.0,1982.0,68950.0
29478,high_income,96.0,2.0,1983.0,73115.0
29479,high_income,96.0,2.0,1984.0,78239.0
29480,high_income,96.0,2.0,1985.0,82788.0
29483,high_income,96.0,2.0,1988.0,94518.0
29484,high_income,96.0,2.0,1989.0,98562.0
29485,high_income,96.0,2.0,1990.0,104284.0
29486,high_income,96.0,2.0,1991.0,110838.0
29487,high_income,96.0,2.0,1992.0,117763.0
29489,high_income,96.0,2.0,1994.0,133815.0
29491,high_income,96.0,2.0,1996.0,154122.0
29492,high_income,96.0,2.0,1997.0,164646.0
29495,high_income,96.0,2.0,2000.0,187176.0
29496,high_income,96.0,2.0,2001.0,196278.0
29498,high_income,96.0,2.0,2003.0,218860.0
29501,high_income,96.0,2.0,2006.0,259064.0
29502,high_income,96.0,2.0,2007.0,271302.0
29504,high_income,96.0,2.0,2009.0,300057.0
29507,high_income,96.0,2.0,2012.0,293906.0
29508,high_income,96.0,2.0,2013.0,289088.0
29510,high_income,96.0,2.0,2015.0,326923.0
29511,high_income,96.0,2.0,2016.0,376705.0
29512,high_income,96.0,2.0,2017.0,415444.0
29513,high_income,96.0,2.0,2018.0,433728.0
29515,high_income,96.0,2.0,2020.0,455713.0
29516,high_income,96.0,2.0,2021.0,468338.0
29596,high_income,97.0,1.0,1950.0,4043.0
29597,high_income,97.0,1.0,1951.0,3696.0
29598,high_income,97.0,1.0,1952.0,3480.0
29600,high_income,97.0,1.0,1954.0,3667.0
29601,high_income,97.0,1.0,1955.0,3668.0
29602,high_income,97.0,1.0,1956.0,3697.0
29603,high_income,97.0,1.0,1957.0,3764.0
29604,high_income,97.0,1.0,1958.0,3918.0
29607,high_income,97.0,1.0,1961.0,4817.0
29608,high_income,97.0,1.0,1962.0,5106.0
29609,high_income,97.0,1.0,1963.0,5444.0
29610,high_income,97.0,1.0,1964.0,6046.0
29611,high_income,97.0,1.0,1965.0,6766.0
29612,high_income,97.0,1.0,1966.0,7303.0
29613,high_income,97.0,1.0,1967.0,7766.0
29614,high_income,97.0,1.0,1968.0,8153.0
29615,high_income,97.0,1.0,1969.0,8542.0
29617,high_income,97.0,1.0,1971.0,9514.0
29618,high_income,97.0,1.0,1972.0,9998.0
29619,high_income,97.0,1.0,1973.0,10437.0
29620,high_income,97.0,1.0,1974.0,10737.0
29621,high_income,97.0,1.0,1975.0,11002.0
29622,high_income,97.0,1.0,1976.0,11200.0
29624,high_income,97.0,1.0,1978.0,12142.0
29625,high_income,97.0,1.0,1979.0,12845.0
29627,high_income,97.0,1.0,1981.0,14027.0
29628,high_income,97.0,1.0,1982.0,14735.0
29629,high_income,97.0,1.0,1983.0,15314.0
29630,high_income,97.0,1.0,1984.0,15834.0
29631,high_income,97.0,1.0,1985.0,16375.0
29632,high_income,97.0,1.0,1986.0,16882.0
29633,high_income,97.0,1.0,1987.0,17399.0
29634,high_income,97.0,1.0,1988.0,17918.0
29635,high_income,97.0,1.0,1989.0,18202.0
29637,high_income,97.0,1.0,1991.0,19068.0
29639,high_income,97.0,1.0,1993.0,20271.0
29641,high_income,97.0,1.0,1995.0,22864.0
29644,high_income,97.0,1.0,1998.0,28817.0
29645,high_income,97.0,1.0,1999.0,30174.0
29647,high_income,97.0,1.0,2001.0,32693.0
29648,high_income,97.0,1.0,2002.0,34485.0
29650,high_income,97.0,1.0,2004.0,38403.0
29651,high_income,97.0,1.0,2005.0,41009.0
29652,high_income,97.0,1.0,2006.0,43840.0
29653,high_income,97.0,1.0,2007.0,46671.0
29655,high_income,97.0,1.0,2009.0,52839.0
29656,high_income,97.0,1.0,2010.0,56249.0
29658,high_income,97.0,1.0,2012.0,58132.0
29661,high_income,97.0,1.0,2015.0,60538.0
29663,high_income,97.0,1.0,2017.0,78335.0
29664,high_income,97.0,1.0,2018.0,87595.0
29665,high_income,97.0,1.0,2019.0,93901.0
29666,high_income,97.0,1.0,2020.0,98313.0
29667,high_income,97.0,1.0,2021.0,102493.0
29668,high_income,97.0,1.0,2022.0,106668.0
29669,high_income,97.0,1.0,2023.0,110864.0
29747,high_income,97.0,2.0,1950.0,8897.0
29749,high_income,97.0,2.0,1952.0,8239.0
29750,high_income,97.0,2.0,1953.0,8540.0
29751,high_income,97.0,2.0,1954.0,8786.0
29752,high_income,97.0,2.0,1955.0,8879.0
29754,high_income,97.0,2.0,1957.0,9307.0
29755,high_income,97.0,2.0,1958.0,9789.0
29757,high_income,97.0,2.0,1960.0,11397.0
29758,high_income,97.0,2.0,1961.0,12192.0
29759,high_income,97.0,2.0,1962.0,12894.0
29761,high_income,97.0,2.0,1964.0,14528.0
29762,high_income,97.0,2.0,1965.0,15719.0
29764,high_income,97.0,2.0,1967.0,18124.0
29765,high_income,97.0,2.0,1968.0,19060.0
29766,high_income,97.0,2.0,1969.0,20226.0
29767,high_income,97.0,2.0,1970.0,21782.0
29768,high_income,97.0,2.0,1971.0,23379.0
29769,high_income,97.0,2.0,1972.0,25582.0
29772,high_income,97.0,2.0,1975.0,29402.0
29773,high_income,97.0,2.0,1976.0,30973.0
29774,high_income,97.0,2.0,1977.0,33141.0
29775,high_income,97.0,2.0,1978.0,35422.0
29776,high_income,97.0,2.0,1979.0,37679.0
29777,high_income,97.0,2.0,1980.0,40102.0
29778,high_income,97.0,2.0,1981.0,43426.0
29779,high_income,97.0,2.0,1982.0,47762.0
29780,high_income,97.0,2.0,1983.0,51039.0
29781,high_income,97.0,2.0,1984.0,54102.0
29782,high_income,97.0,2.0,1985.0,57841.0
29783,high_income,97.0,2.0,1986.0,60839.0
29784,high_income,97.0,2.0,1987.0,63490.0
29785,high_income,97.0,2.0,1988.0,66417.0
29787,high_income,97.0,2.0,1990.0,72682.0
29788,high_income,97.0,2.0,1991.0,77692.0
29789,high_income,97.0,2.0,1992.0,83173.0
29790,high_income,97.0,2.0,1993.0,88033.0
29795,high_income,97.0,2.0,1998.0,123457.0
29796,high_income,97.0,2.0,1999.0,129625.0
29797,high_income,97.0,2.0,2000.0,134641.0
29798,high_income,97.0,2.0,2001.0,140112.0
29799,high_income,97.0,2.0,2002.0,147048.0
29803,high_income,97.0,2.0,2006.0,185800.0
29804,high_income,97.0,2.0,2007.0,195893.0
29805,high_income,97.0,2.0,2008.0,205028.0
29806,high_income,97.0,2.0,2009.0,216123.0
29807,high_income,97.0,2.0,2010.0,227537.0
29809,high_income,97.0,2.0,2012.0,230117.0
29811,high_income,97.0,2.0,2014.0,218894.0
29812,high_income,97.0,2.0,2015.0,226257.0
29813,high_income,97.0,2.0,2016.0,250681.0
29816,high_income,97.0,2.0,2019.0,333801.0
29817,high_income,97.0,2.0,2020.0,340217.0
29818,high_income,97.0,2.0,2021.0,345737.0
29819,high_income,97.0,2.0,2022.0,355264.0
29820,high_income,97.0,2.0,2023.0,363727.0
29898,high_income,98.0,1.0,1950.0,2636.0
29899,high_income,98.0,1.0,1951.0,2444.0
29900,high_income,98.0,1.0,1952.0,2325.0
29901,high_income,98.0,1.0,1953.0,2258.0
29903,high_income,98.0,1.0,1955.0,2407.0
29904,high_income,98.0,1.0,1956.0,2332.0
29905,high_income,98.0,1.0,1957.0,2273.0
29906,high_income,98.0,1.0,1958.0,2294.0
29907,high_income,98.0,1.0,1959.0,2470.0
29909,high_income,98.0,1.0,1961.0,2939.0
29914,high_income,98.0,1.0,1966.0,4370.0
29915,high_income,98.0,1.0,1967.0,4695.0
29916,high_income,98.0,1.0,1968.0,4991.0
29917,high_income,98.0,1.0,1969.0,5278.0
29920,high_income,98.0,1.0,1972.0,6250.0
29921,high_income,98.0,1.0,1973.0,6554.0
29923,high_income,98.0,1.0,1975.0,7104.0
29924,high_income,98.0,1.0,1976.0,7256.0
29926,high_income,98.0,1.0,1978.0,7752.0
29927,high_income,98.0,1.0,1979.0,8181.0
29928,high_income,98.0,1.0,1980.0,8606.0
29929,high_income,98.0,1.0,1981.0,8978.0
29931,high_income,98.0,1.0,1983.0,9917.0
29932,high_income,98.0,1.0,1984.0,10283.0
29933,high_income,98.0,1.0,1985.0,10603.0
29935,high_income,98.0,1.0,1987.0,11457.0
29936,high_income,98.0,1.0,1988.0,11801.0
29937,high_income,98.0,1.0,1989.0,1211700.0
29938,high_income,98.0,1.0,1990.0,12395.0
29939,high_income,98.0,1.0,1991.0,12446.0
29940,high_income,98.0,1.0,1992.0,12588.0
29941,high_income,98.0,1.0,1993.0,12850.0
29942,high_income,98.0,1.0,1994.0,13295.0
29946,high_income,98.0,1.0,1998.0,18344.0
29947,high_income,98.0,1.0,1999.0,19554.0
29948,high_income,98.0,1.0,2000.0,20324.0
29950,high_income,98.0,1.0,2002.0,22128.0
29952,high_income,98.0,1.0,2004.0,24446.0
29953,high_income,98.0,1.0,2005.0,26083.0
29954,high_income,98.0,1.0,2006.0,27840.0
29956,high_income,98.0,1.0,2008.0,31614.0
29958,high_income,98.0,1.0,2010.0,36221.0
29961,high_income,98.0,1.0,2013.0,39671.0
29962,high_income,98.0,1.0,2014.0,39211.0
29963,high_income,98.0,1.0,2015.0,39743.0
29964,high_income,98.0,1.0,2016.0,42206.0
29965,high_income,98.0,1.0,2017.0,47384.0
29971,high_income,98.0,1.0,2023.0,72967.0
30049,high_income,98.0,2.0,1950.0,5893.0
30050,high_income,98.0,2.0,1951.0,5716.0
30052,high_income,98.0,2.0,1953.0,5479.0
30054,high_income,98.0,2.0,1955.0,5919.0
30055,high_income,98.0,2.0,1956.0,5816.0
30056,high_income,98.0,2.0,1957.0,5778.0
30057,high_income,98.0,2.0,1958.0,5948.0
30058,high_income,98.0,2.0,1959.0,6430.0
30059,high_income,98.0,2.0,1960.0,7053.0
